Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
WN,963,MDW,BHM,5,600,105,1
OH,6680,DTW,GSO,4,605,109,0
US,1050,CLT,LGA,4,480,104,1
WN,2285,PBI,ISP,5,790,160,0
HA,520,HNL,OGG,4,580,37,0
OO,3046,PIT,MKE,7,645,91,0
OO,6882,RDM,DEN,2,701,136,0
MQ,3066,SAN,LAX,7,615,50,0
CO,212,IAH,SJU,5,610,252,1
OO,6855,DEN,LIT,1,1221,116,0
9E,3904,CMH,DTW,6,920,70,0
UA,246,ORD,BUF,4,1183,98,0
FL,234,RIC,ATL,4,375,110,0
UA,328,LAX,DEN,4,422,154,0
YV,7269,IAD,ATL,6,1009,117,0
AA,474,DFW,ATL,1,775,120,0
OH,6636,RDU,BOS,7,1170,122,1
OO,6660,LAX,FAT,5,983,72,1
OH,6383,CVG,CLE,5,560,69,1
B6,672,LAX,JFK,2,709,311,0
WN,777,HOU,SAN,3,1095,210,1
WN,1727,PHX,SJC,7,560,125,1
WN,792,BNA,JAX,5,465,85,1
DL,114,MSP,ATL,1,690,158,1
B6,127,ROC,JFK,5,435,78,0
B6,1211,BOS,BUF,3,520,93,0
F9,382,DEN,FLL,7,1035,224,1
EV,4994,HPN,ATL,3,1020,155,0
DL,2966,PHX,SLC,1,868,101,1
9E,3919,MSP,CMH,3,425,119,1
WN,909,BWI,SDF,1,595,115,0
YV,7273,ROC,ORD,3,1146,119,0
US,847,PVD,PHL,7,435,89,0
WN,856,DEN,SFO,4,965,165,1
OO,6980,SEA,PDX,7,780,48,1
WN,2991,SFO,LAX,1,1280,75,0
XE,3121,LIT,IAH,5,885,85,0
9E,3919,DTW,ERI,1,830,61,1
DL,1098,ATL,PIT,7,730,102,1
FL,155,IND,BWI,6,360,100,0
MQ,3337,AEX,DFW,1,685,75,0
WN,654,CMH,PHX,4,680,270,1
YV,2631,CLT,SAV,3,564,64,0
EV,5445,DTW,OMA,5,940,138,1
F9,510,SAN,DEN,6,390,143,1
WN,1783,JAX,BNA,2,1130,95,0
F9,377,MKE,DEN,5,510,155,0
US,1814,TPA,CLT,6,620,101,0
9E,4103,DTW,DAY,6,530,70,1
DL,2104,LAX,SLC,7,1075,112,1
XE,2284,IAH,TYS,4,1035,115,1
CO,1534,TPA,CLE,1,1060,145,0
US,704,PHX,CLT,5,800,234,1
OO,6480,IPL,YUM,3,346,34,0
WN,1122,OAK,LAS,4,665,85,1
UA,939,DEN,SAN,7,1135,149,1
DL,1076,MEM,MCO,4,870,120,0
XE,5952,ICT,ORD,1,1080,109,0
DL,2718,MCO,ATL,5,1110,100,0
MQ,4248,DSM,ORD,4,1120,90,0
DL,1963,DCA,MSP,7,720,164,1
AA,1187,DFW,STL,4,1300,90,1
MQ,3280,CRP,DFW,1,360,80,0
DL,2478,SLC,BOI,4,1202,72,1
WN,946,LAS,BWI,7,905,270,0
WN,2484,PHL,BOS,7,605,90,1
WN,1233,MCO,BWI,3,1020,125,1
WN,1717,AUS,DAL,4,955,55,1
CO,1877,PHL,IAH,1,920,230,0
OO,6472,CLD,LAX,3,380,40,1
WN,711,SAT,LAS,3,470,175,0
FL,472,ATL,BWI,7,615,110,0
WN,2343,LAS,PHX,5,595,70,1
OH,6515,LGA,JAX,6,835,176,0
9E,4299,DTW,CAE,2,615,114,0
XE,2357,IAH,LRD,4,1275,70,1
AS,35,BOS,PDX,3,985,394,1
B6,17,JFK,FLL,5,650,183,1
XE,2878,CLE,ORD,4,450,85,1
MQ,4060,ORD,CMH,5,1230,70,0
AA,1718,ORD,BOS,6,510,130,1
DL,2604,LAX,SLC,1,984,111,1
WN,1015,PVD,MCO,2,820,190,1
AA,541,DFW,ELP,5,1075,105,0
MQ,2722,DSM,DFW,7,1085,125,0
WN,739,BUF,TPA,3,855,175,1
CO,670,IAH,SFO,3,1145,274,1
WN,414,SDF,MDW,5,400,75,0
WN,944,HOU,MDW,4,695,145,1
WN,433,MDW,DTW,5,480,70,1
YV,7293,IAD,DAY,4,503,86,0
MQ,3399,DFW,LEX,6,790,125,1
DL,1875,BDL,MSP,4,857,183,0
CO,1466,SEA,IAH,1,70,237,1
US,1882,MCI,CLT,4,1104,130,0
FL,916,MKE,BWI,3,1129,114,1
WN,442,SFO,MDW,7,795,255,1
OO,4801,IAH,SLC,5,850,195,1
DL,2248,DTW,LGA,6,925,112,0
WN,967,MSY,BNA,5,575,85,0
US,578,SLC,PHX,6,440,102,1
MQ,3658,GSO,MIA,6,430,135,0
OO,6609,BFL,SFO,3,708,72,1
FL,994,BOS,MKE,5,1056,159,0
AS,667,AUS,SJC,4,920,237,0
UA,472,ORD,CMH,5,785,76,0
WN,1411,MDW,FLL,3,555,190,1
WN,1022,BWI,DEN,5,870,255,0
OH,6587,DCA,GRR,2,1160,110,1
EV,4949,JAN,ATL,5,680,88,0
MQ,3265,HOU,DFW,6,360,70,0
YV,2836,BUR,PHX,3,985,92,0
OO,6896,ORD,BOI,3,1205,223,1
XE,2825,EWR,BNA,2,1095,157,0
WN,2286,OMA,MDW,7,510,80,1
AS,575,SAN,PDX,1,815,154,0
WN,915,STL,MCI,4,1185,65,1
9E,4162,DTW,ROC,5,1045,79,0
DL,1095,OKC,ATL,6,345,127,0
EV,5590,ATL,BHM,4,690,55,0
DL,2074,MCO,MSP,5,728,207,0
XE,2772,ELP,IAH,3,913,118,0
CO,226,IAH,BWI,4,610,170,1
AA,1225,COS,DFW,4,360,120,0
WN,1918,CMH,BWI,5,1060,70,1
OH,6273,DTW,PVD,6,605,106,0
EV,5584,ATL,AVL,1,605,61,1
WN,2652,AUS,BWI,7,480,180,1
WN,2753,SNA,SMF,6,1205,85,1
CO,576,EWR,RSW,2,870,190,0
MQ,3960,ORD,ROC,3,1285,100,1
DL,1084,ANC,MSP,7,360,328,1
EV,5302,ATL,MDT,6,646,113,0
WN,521,AUS,DAL,2,570,55,1
CO,499,IAH,DEN,5,705,155,1
WN,3489,ECP,MCO,3,420,65,0
AA,1057,DFW,RNO,7,1135,220,0
XE,5940,ROC,ORD,5,793,121,0
OO,4490,SLC,PSC,3,1210,105,1
EV,5536,SHV,MEM,4,1020,65,0
XE,2962,IAH,COS,4,735,140,0
F9,623,DEN,DTW,3,650,164,0
CO,497,IAH,LAS,6,555,197,0
WN,2041,LAX,LAS,7,610,60,0
OO,6729,DEN,XNA,3,1165,100,1
CO,1795,IAH,LAX,3,1075,227,1
WN,2064,PDX,RNO,6,965,75,1
FL,342,ATL,PHL,6,970,123,1
OO,4673,SLC,BUR,3,1191,115,1
MQ,2794,GPT,DFW,3,1020,110,1
FL,639,BWI,DAY,7,1290,89,1
AA,443,LGA,MIA,6,1100,205,0
DL,2728,RNO,SLC,3,385,92,0
WN,3101,RSW,MCO,5,925,50,1
DL,2861,PHL,ATL,6,465,159,0
WN,121,SMF,LAX,1,970,80,1
EV,5397,FAY,ATL,5,1070,97,1
DL,1954,ATL,JAX,4,810,69,1
EV,4964,ATL,LEX,7,900,74,1
WN,2567,MDW,ABQ,5,1040,195,1
B6,157,JFK,MCO,4,1195,173,1
CO,551,RDU,IAH,5,1035,187,0
AA,2423,ORD,MCI,3,870,90,0
DL,2478,SLC,BOI,6,1202,75,1
B6,209,JFK,LGB,4,785,368,0
MQ,4353,ORD,CLE,5,1170,80,1
OH,6613,CVG,MKE,6,980,86,0
FL,732,MSP,MKE,1,1013,76,1
OO,6541,BIS,DEN,7,798,102,0
UA,416,SLC,DEN,1,1006,86,0
OO,6695,ELP,DEN,6,753,107,1
F9,799,DEN,PDX,2,1090,165,1
F9,530,MDW,DEN,4,765,155,0
WN,3394,MCI,FLL,2,1055,180,1
AA,456,DFW,TPA,7,1015,135,0
AA,1475,DFW,LAS,5,800,190,0
WN,1181,STL,HOU,3,635,130,0
UA,59,SFO,KOA,5,536,337,0
CO,1162,ORD,EWR,4,1160,133,1
WN,1235,BWI,ABQ,7,770,280,1
OO,6611,BIS,DEN,7,398,107,0
US,1931,PHL,PBI,1,480,170,0
OO,6241,CRW,ORD,1,360,97,0
DL,2954,PHX,CVG,5,760,208,1
YV,2609,ORF,CLT,4,661,88,0
WN,1678,RNO,SEA,4,815,115,1
CO,1133,EWR,DFW,5,540,246,1
AA,374,ORD,LGA,7,725,125,1
B6,132,RSW,JFK,5,1055,164,0
WN,1605,SJC,BUR,3,1130,60,1
YV,7279,ATL,ORD,1,1025,132,1
OO,6845,ORD,GRR,1,682,45,0
MQ,3660,IND,MIA,6,1105,170,1
FL,239,ATL,RIC,5,525,88,0
DL,1659,STL,ATL,3,1007,101,0
OO,6597,DEN,ATW,3,611,140,0
FL,184,ATL,DCA,3,455,101,0
DL,1014,ATL,BDL,4,1293,146,0
WN,1590,LAS,MCI,5,505,165,1
EV,7130,SAV,ORD,4,397,150,0
MQ,3270,DFW,MOB,2,780,95,0
WN,288,BUF,MDW,3,620,105,0
WN,573,PIT,MDW,5,1155,110,1
EV,5482,CRW,ATL,4,955,90,1
MQ,2720,DSM,DFW,7,695,125,0
AA,1758,LAX,ORD,6,645,250,0
UA,534,PHX,DEN,7,510,120,0
AA,1380,DFW,IND,3,950,120,0
OO,7044,DEN,MAF,1,636,96,1
AA,823,DFW,TUS,1,1015,140,0
XE,2326,PVD,EWR,1,360,67,0
XE,2225,OKC,IAH,3,805,84,1
CO,1821,IAH,SNA,2,880,230,1
US,1059,SAT,CLT,2,420,160,0
OH,6546,PIT,DTW,6,829,80,0
XE,2528,DFW,IAH,4,900,62,1
FL,59,ATL,LAX,6,676,320,0
AA,2258,DFW,PIT,4,490,150,0
AA,1461,DFW,SFO,7,605,240,1
WN,827,ELP,ABQ,7,895,55,1
US,1042,TPA,PHL,2,855,149,0
B6,5,BUF,JFK,3,1245,80,1
WN,982,LAS,SNA,7,510,60,1
DL,2452,MSY,LGA,7,420,175,0
FL,482,MCO,BWI,6,1059,126,0
FL,917,BWI,MKE,3,1145,124,1
XE,5949,BNA,ORD,4,379,107,0
AS,65,KTN,WRG,5,540,52,1
AA,1344,DFW,STL,6,825,95,1
UA,731,EWR,DEN,5,589,270,1
CO,304,EWR,PDX,7,585,367,0
9E,4263,CVG,MCI,7,565,120,0
US,1507,CLT,PHX,5,577,279,1
DL,1100,SLC,PHL,2,595,261,1
MQ,3997,FAR,ORD,6,720,115,1
CO,469,SFO,IAH,1,360,224,1
XE,5980,ROC,ORD,1,1054,121,0
WN,3013,HOU,AUS,5,600,45,1
CO,1434,PHX,EWR,4,720,276,0
MQ,3343,CRP,DFW,6,845,80,1
DL,2340,SFO,JFK,3,1350,332,0
9E,3837,DTW,LEX,2,925,79,1
MQ,2834,DFW,MHK,3,1160,85,0
OO,4518,SLC,DEN,7,760,83,0
YV,1011,HNL,OGG,2,570,35,0
MQ,3903,CRW,ORD,7,1075,120,0
US,544,SAN,PHX,5,595,76,1
OO,6428,LAX,SBA,1,821,42,1
B6,75,SYR,JFK,3,1013,85,0
B6,1148,MCO,BTV,6,1085,166,0
YV,7276,RDU,ORD,7,731,135,1
YV,2727,PSP,PHX,1,405,66,0
UA,337,PHL,ORD,7,360,135,0
B6,346,SRQ,JFK,4,705,159,0
DL,2675,DCA,MCO,5,1200,148,0
US,1241,PHL,TPA,1,720,159,0
YV,2648,PHX,LAS,3,405,68,0
EV,7119,SAV,ORD,3,396,154,0
EV,7344,MLB,ATL,4,1108,101,0
UA,46,OGG,LAX,6,1290,321,0
HA,207,KOA,HNL,6,729,42,0
AA,1877,CLT,DFW,2,1160,180,1
OO,6639,BZN,DEN,7,1016,104,1
DL,1139,RIC,ATL,5,1047,116,0
AA,768,LAX,STL,7,995,210,0
DL,314,ATL,SLC,7,845,255,1
XE,2247,IND,EWR,7,600,115,1
OH,6423,DAY,DTW,2,325,85,0
DL,2708,FLL,CVG,5,465,151,0
WN,201,MCO,BDL,3,690,155,1
US,415,PHX,SFO,3,1270,129,1
OO,6945,DEN,OKC,4,840,89,1
MQ,4350,ORD,AZO,1,1245,50,0
OO,7049,RAP,DEN,5,423,74,0
AA,1273,DFW,RNO,6,565,220,0
WN,960,LAS,DEN,4,1235,110,1
US,1968,FLL,CLT,6,785,118,0
9E,4147,DTW,BUF,4,825,75,1
OO,4699,MSP,RAP,2,685,105,1
MQ,4648,RDU,LGA,5,1040,100,1
DL,1245,SLC,JAC,4,1210,69,1
YV,2622,CLT,IAD,7,705,85,0
UA,906,SFO,ORD,4,655,256,0
WN,1124,STL,DTW,1,1080,90,1
OO,4618,DEN,SLC,5,955,89,1
EV,4957,ATL,MOB,3,1366,74,0
WN,2978,IAD,MDW,7,545,125,0
OO,6596,SFO,MFR,2,807,96,0
9E,3653,ATL,IAH,4,645,151,1
B6,337,IAD,MCO,7,1250,133,0
B6,139,JFK,RSW,3,990,203,1
WN,1409,BUR,LAS,2,1230,60,1
MQ,3961,CVG,ORD,5,660,80,0
AS,61,YAK,CDV,4,721,52,0
CO,1402,EWR,LAX,4,510,370,1
XE,2549,CVG,IAH,4,535,169,1
OO,6890,ORD,ORF,1,360,121,1
US,1124,CLT,LGA,5,1205,110,1
MQ,3945,ORD,PIT,3,1240,90,1
WN,746,DEN,BOI,3,535,125,1
DL,1040,COS,ATL,1,400,170,0
UA,453,BWI,DEN,2,912,249,1
UA,112,DEN,TPA,4,627,203,0
US,149,SEA,PHX,4,315,166,0
HA,107,KOA,HNL,3,373,42,0
WN,1101,BUR,OAK,1,1115,70,1
MQ,3503,DFW,CLE,4,875,150,0
WN,936,MHT,BWI,5,665,95,1
WN,702,HOU,LAX,4,1150,225,0
OO,6919,MKE,ORD,2,1161,49,0
OO,4636,SLC,DFW,7,1195,172,1
OO,6218,LNK,DEN,5,412,97,0
WN,577,TPA,BUF,2,525,160,1
MQ,3877,PHL,ORD,5,635,145,0
OO,6471,SFO,BFL,2,904,74,1
WN,3567,BWI,CLE,3,875,75,1
AA,1982,STL,ORD,4,1115,80,0
XE,3011,IAD,IAH,1,875,201,1
EV,5594,MKE,ATL,7,1105,133,0
DL,1376,LGA,BOS,2,570,76,1
OO,6227,SMF,SFO,7,1024,43,0
XE,2294,CRP,IAH,1,1156,62,0
EV,5110,MOB,ATL,3,1100,79,1
US,1982,CLT,BOS,2,475,123,0
XE,2492,RDU,EWR,1,1190,100,0
9E,3981,MSP,FSD,3,925,68,0
OO,6725,SAT,DEN,1,1170,136,1
FL,1418,RSW,CAK,4,1008,149,1
WN,845,PHL,MCO,5,420,165,0
DL,1025,ATL,CHS,7,1065,74,1
MQ,4654,LGA,ATL,1,585,165,1
UA,58,ROC,ORD,2,444,121,0
WN,1204,BOS,MDW,5,700,170,0
US,740,SJU,PHL,1,820,244,1
XE,5948,CLE,ORD,3,806,87,0
UA,52,KOA,LAX,1,857,323,1
WN,314,MDW,PHX,5,1035,240,1
AS,326,SEA,SJC,6,775,127,0
DL,1185,EWR,SLC,4,1044,314,1
MQ,3992,XNA,ORD,1,800,105,0
XE,2991,LIT,IAH,4,740,85,0
WN,1775,RDU,PHL,7,855,80,1
CO,798,EWR,SFO,3,525,401,1
OO,6952,ORD,BHM,2,415,103,1
EV,7137,IAD,CAE,7,1043,87,1
WN,426,SJC,LAX,5,720,70,1
WN,2548,DEN,SNA,5,585,155,1
XE,5951,CAK,ORD,1,345,95,0
EV,5319,ATL,VPS,3,1155,77,0
US,1411,CLT,PBI,5,710,121,1
MQ,4296,ORD,BWI,6,655,115,1
EV,5205,SDF,ATL,4,830,94,1
AS,327,SJC,SEA,4,945,123,1
US,787,CLT,ATL,3,1072,83,1
DL,2706,SFO,MSP,7,915,216,0
OO,6546,PDX,MFR,3,433,61,0
MQ,3249,SGF,DFW,7,540,95,1
WN,1019,SFO,LAX,2,385,75,0
WN,3311,BNA,MSY,5,1125,95,0
OO,7801,SLC,TWF,2,495,60,0
CO,1583,IAH,AUS,1,570,52,0
OO,4554,GTF,SLC,6,380,88,0
EV,5409,LEX,ATL,4,1003,87,0
FL,1435,PHF,BOS,2,381,89,0
DL,1874,ATL,IAD,1,1145,108,0
MQ,3451,DFW,XNA,7,1110,65,1
WN,1636,DAL,OKC,5,455,50,1
DL,2246,HNL,SEA,2,1320,343,0
DL,2643,EWR,ATL,5,940,155,1
MQ,3533,DFW,CLE,4,465,150,1
OO,6630,FAT,DEN,1,453,139,1
WN,527,RNO,LAS,3,1055,75,1
DL,1602,LAS,ATL,4,360,220,1
XE,3034,COS,IAH,1,660,129,1
DL,1604,SLC,BNA,1,1030,193,0
AS,470,SEA,LAX,3,910,157,1
AA,450,DFW,MSP,6,650,140,1
US,622,OAK,PHX,7,750,108,0
WN,3764,BHM,STL,1,685,80,1
CO,427,SAN,EWR,7,1010,300,0
AA,589,DFW,OKC,5,1000,55,0
WN,2012,HOU,FLL,5,1195,135,1
B6,294,LGB,SEA,5,665,161,0
MQ,2939,DFW,PIA,4,1160,110,1
AA,736,DFW,LGA,6,850,195,0
US,1784,LAS,CLT,7,680,249,1
AA,524,DFW,DTW,2,885,155,0
XE,2374,DAL,IAH,2,780,65,0
MQ,4555,LGA,CMH,1,1185,115,0
US,46,BUR,PHX,3,745,85,0
EV,7131,IAD,CAE,6,737,87,1
DL,2191,ATL,TPA,6,746,85,1
US,29,CLT,ATL,4,560,79,0
FL,133,ATL,TPA,6,530,75,0
OH,6269,LGA,OMA,7,1200,212,0
OO,6293,FSD,DEN,3,398,102,0
YV,2777,PHX,PSP,7,1431,63,1
DL,2120,DTW,EWR,4,610,108,0
YV,2853,YUM,PHX,6,475,68,0
XE,2279,EWR,TYS,6,1170,130,0
AA,2064,MIA,MCO,7,760,60,1
WN,983,PIT,MCO,5,765,145,1
US,1089,PHL,JAX,1,940,136,1
CO,810,IAH,EWR,1,790,205,1
XE,2769,IAH,ELP,6,825,113,0
HA,47,OAK,HNL,3,535,335,0
US,1019,PVD,CLT,1,385,143,0
US,1723,CLT,FLL,6,1100,124,0
WN,224,DAL,MCI,3,1065,90,0
XE,2270,IAH,MSP,6,690,153,1
EV,5414,ORF,DTW,4,750,135,1
US,689,PHX,EWR,1,1360,271,0
WN,203,PDX,OAK,4,585,100,1
DL,2549,MEM,SEA,2,510,295,1
AA,813,AUS,LAX,4,735,195,0
XE,2431,IND,IAH,1,665,154,1
WN,1995,SFO,MDW,1,915,255,1
MQ,3695,JFK,ORF,4,1045,90,0
CO,1821,IAH,SNA,1,880,230,0
WN,126,AUS,FLL,3,840,155,1
CO,1590,IAH,MIA,6,459,141,0
MQ,3209,DFW,TYS,2,910,120,1
EV,5593,ATL,ICT,6,1155,146,0
OO,4575,OKC,SLC,5,390,142,1
UA,680,ORD,LGA,1,725,132,0
XE,5936,ORD,ICT,2,1079,116,1
WN,112,PHX,ABQ,4,525,65,0
XE,2360,EWR,DTW,3,420,119,0
MQ,3342,DFW,CRP,6,735,80,0
WN,2361,DEN,TUS,6,1180,115,1
AA,246,KOA,LAX,2,1365,310,0
UA,962,DEN,SNA,1,1150,151,0
EV,7323,BMI,ATL,2,360,115,0
MQ,2924,BTR,DFW,2,725,90,0
DL,1757,ATL,SNA,5,500,305,0
AA,231,MIA,LAX,2,1080,350,1
DL,1769,ATL,MCO,7,420,86,0
WN,2461,PHL,DEN,4,480,285,0
DL,2353,LGA,TPA,6,1005,183,1
WN,571,MDW,CMH,6,1140,65,1
AA,354,ORD,LGA,3,1055,125,0
WN,2283,DAL,HOU,6,1080,65,1
OH,6549,MFE,MEM,1,345,118,0
DL,2781,IND,MSP,3,730,115,0
YV,2695,PHX,FAT,3,889,105,0
OO,4873,COS,SLC,5,1140,96,0
FL,182,ATL,DCA,6,1330,94,0
UA,955,SFO,SAN,1,985,97,0
MQ,3918,ORD,DAY,4,1170,70,0
XE,2195,MOB,IAH,5,720,90,0
MQ,4365,HSV,ORD,4,765,130,0
DL,1383,BOS,LGA,2,690,73,0
XE,2641,EWR,MCI,7,515,199,1
FL,1251,LEX,MCO,7,1078,115,0
FL,305,DEN,ATL,6,745,165,1
B6,277,FLL,SFO,1,1022,380,1
UA,310,DEN,LGA,5,665,223,0
XE,2954,IAH,MOB,7,1160,80,0
AS,521,BUR,SEA,3,1130,156,1
MQ,2948,DFW,LCH,2,660,70,1
DL,2236,DFW,MSP,4,420,142,0
WN,491,BWI,JAN,3,650,165,1
F9,589,DEN,SLC,5,1270,85,1
XE,2719,GRK,IAH,1,390,60,0
FL,916,MKE,BWI,1,1129,114,0
F9,382,DEN,FLL,4,1035,224,1
9E,4389,DLH,MSP,1,410,60,1
FL,1241,AVL,MCO,4,737,96,0
UA,932,RDU,IAD,2,1179,68,0
OO,6982,CPR,DEN,5,579,59,0
DL,2586,SLC,ATL,5,665,215,1
CO,1426,EWR,SAN,3,1045,374,1
FL,259,ATL,FNT,5,615,122,0
OO,6921,DEN,MKE,5,611,143,0
UA,228,DEN,TUL,3,811,96,0
WN,389,MSY,BNA,5,785,85,1
9E,4220,FNT,DTW,3,985,48,0
DL,1560,ATL,CVG,5,998,88,0
OH,6271,CVG,EVV,4,1240,61,0
MQ,2754,LFT,DFW,1,440,90,0
XE,2194,GSO,IAH,4,1085,177,0
DL,1710,DFW,ATL,6,720,125,0
XE,2573,IAH,BNA,3,465,111,0
DL,1881,BDL,ATL,5,435,175,0
WN,3309,BUR,SMF,3,425,75,0
XE,2145,OMA,IAH,6,841,139,1
XE,2664,EWR,BDL,2,526,70,1
OO,6380,AUS,SFO,4,396,238,0
WN,2882,BHM,JAX,5,695,70,1
AA,1967,ORD,MCO,3,1160,160,1
MQ,4589,MSP,LGA,3,1015,165,1
EV,5584,AVL,ATL,4,700,67,0
UA,85,LAX,HNL,4,1101,347,1
DL,1928,MCO,DTW,7,615,159,1
US,1229,DCA,CLT,3,1140,87,0
XE,2994,DFW,IAH,5,575,67,1
MQ,4243,RDU,ORD,1,400,140,0
US,1109,JFK,CLT,3,720,124,1
AS,641,PHX,SEA,3,420,188,0
DL,1321,GRR,DTW,3,410,68,1
DL,2048,DTW,LGA,4,610,113,1
MQ,3201,DFW,CHA,1,790,110,0
MQ,2720,DSM,DFW,5,710,120,0
WN,1527,LAS,MKE,6,575,210,0
XE,2505,RIC,EWR,7,1030,85,1
US,16,SFO,PHX,4,725,116,1
XE,2493,IAH,ICT,1,1285,96,0
MQ,3297,DFW,TYS,1,605,115,1
EV,5421,ATL,GNV,7,655,75,0
MQ,2857,DFW,JAN,5,860,80,0
US,460,LAS,PHX,7,400,74,0
DL,2047,LGA,ATL,4,480,166,1
AA,1670,AUS,ORD,5,360,165,0
FL,1453,PBI,HPN,7,767,163,0
CO,1558,IAH,DCA,5,1075,170,0
WN,525,MCI,MDW,5,1100,80,1
AA,1672,DFW,MIA,5,1110,155,1
XE,2428,LBB,IAH,7,975,95,1
DL,2602,MSY,ATL,5,900,92,0
AA,632,DFW,BOS,1,1100,200,1
WN,976,SMF,DEN,3,360,150,1
EV,5214,ATL,CLE,5,578,116,1
9E,3971,ATL,ICT,6,915,148,0
CO,1467,PHX,CLE,2,55,222,0
WN,1773,STL,LAX,7,1125,250,1
XE,2777,BTR,IAH,4,866,69,0
EV,5365,SYR,ATL,5,918,150,0
WN,59,GEG,SEA,1,675,65,0
XE,2637,DAL,IAH,1,1020,74,1
US,1184,BWI,PHL,2,1110,68,1
US,1684,FLL,CLT,4,505,115,0
B6,421,BOS,PBI,3,580,195,1
EV,5351,BWI,MEM,1,1028,161,1
WN,1108,FLL,DEN,3,1075,280,1
WN,271,RNO,SAN,5,585,85,1
9E,4049,ATL,GSP,5,1235,65,1
DL,1656,AUS,ATL,2,656,134,0
OO,6821,RDD,SFO,5,603,69,0
WN,24,BHM,BNA,4,915,55,1
F9,377,MKE,DEN,4,510,155,0
DL,1096,RSW,ATL,4,1141,110,0
WN,1230,STL,HOU,6,1080,135,1
MQ,2978,JAN,DFW,4,750,90,0
AA,2349,ORD,DFW,7,1130,155,1
B6,339,IAD,MCO,1,660,135,0
EV,5085,ATL,EWN,4,856,81,0
DL,690,CLT,ATL,7,790,85,1
DL,2764,ATL,PIT,5,895,105,0
UA,502,ORD,LGA,1,1085,125,1
US,1411,BDL,CLT,3,500,143,1
9E,3856,DTW,MDT,2,620,89,1
US,2126,LGA,BOS,3,720,65,0
DL,1285,ATL,PBI,6,1076,110,1
DL,1738,SRQ,ATL,6,953,98,0
MQ,4502,LGA,BOS,4,525,65,0
AA,1295,MCO,LAX,3,775,335,1
MQ,2765,DFW,DSM,1,470,110,0
YV,2807,PHX,SNA,5,570,79,0
XE,3002,IAH,BNA,1,625,108,0
EV,5467,ATL,TYS,7,697,55,0
DL,2397,CVG,MIA,3,560,167,0
MQ,4129,CMI,ORD,7,1075,65,1
AS,636,SEA,PHX,1,750,163,0
DL,1783,SLC,LAS,4,821,85,1
UA,339,BOS,DEN,4,456,283,0
UA,898,IAD,BOS,7,1012,98,1
UA,396,SEA,SFO,3,1065,122,0
WN,1278,LAS,FLL,6,570,275,1
WN,1071,SNA,SJC,1,925,75,1
F9,486,MKE,MCO,4,880,164,1
US,590,PHX,MCI,6,595,160,0
HA,16,HNL,SAN,4,790,325,1
B6,585,HPN,FLL,5,705,179,1
WN,805,MSY,DAL,2,415,85,0
OH,6329,CRW,ATL,3,365,94,0
9E,4148,BNA,CVG,3,495,73,1
WN,2918,TUL,HOU,6,1070,95,1
FL,805,BWI,BOS,7,390,80,0
DL,2334,SFO,SLC,1,777,113,1
UA,374,MSP,ORD,4,468,87,0
WN,2027,DTW,DEN,3,1115,200,1
YV,2859,FLG,PHX,3,680,65,0
DL,2281,MSP,BZN,5,1050,157,1
OO,3072,MKE,STL,5,645,74,0
DL,1539,DCA,ATL,2,960,124,1
AA,1847,AUS,DFW,7,570,65,0
9E,4361,MEM,SAT,2,824,126,1
WN,3096,STL,RDU,6,1005,110,1
WN,1235,ABQ,LAX,2,960,125,0
AA,1578,DFW,STL,4,865,95,1
OH,6683,DTW,DAY,1,1170,69,0
WN,1287,SFO,PHX,4,800,115,1
AS,662,SEA,DFW,4,730,230,0
CO,567,IAH,SEA,4,1140,295,1
OH,6550,DCA,JFK,3,535,84,0
9E,4081,MEM,BHM,2,1180,63,0
WN,608,MCO,BDL,5,875,155,1
WN,2841,LAX,OAK,6,1065,75,0
YV,2821,LGB,PHX,3,405,87,0
WN,871,SAN,SFO,2,1030,90,1
DL,2622,PHX,DTW,1,910,230,1
DL,65,ATL,LAS,7,1150,280,1
OO,4530,SLC,OKC,4,823,141,1
FL,51,ATL,LAX,3,1157,320,1
9E,3871,DTW,SYR,5,615,82,0
DL,333,TPA,BDL,7,1080,164,0
WN,786,TPA,FLL,1,660,60,0
WN,860,MKE,PHX,3,840,235,1
DL,1715,ATL,SAV,6,1225,70,0
EV,5461,TUL,ATL,4,770,109,0
DL,1674,MCO,MSP,2,925,216,1
DL,1053,ATL,ORF,7,991,96,0
WN,3860,SFO,SNA,3,485,85,1
US,186,ORD,PHX,4,840,227,1
WN,2076,RNO,MDW,6,755,230,1
WN,1279,PHX,BWI,7,410,255,0
OO,6521,ASE,LAX,7,1189,136,1
OO,6288,MRY,LAX,6,813,68,0
EV,5218,ATL,TUL,4,550,133,1
DL,2284,SMF,SLC,2,780,96,1
XE,3097,EWR,IND,6,751,126,0
WN,1611,DEN,SFO,1,825,165,1
AA,1599,DAY,DFW,2,430,175,0
CO,1859,DCA,IAH,4,935,212,0
OH,6482,CVG,RDU,4,1140,92,1
XE,2936,IAH,AEX,1,935,56,1
XE,2003,STL,EWR,7,798,149,1
UA,547,ORD,LAS,7,613,246,0
UA,968,LAS,ORD,7,1410,210,0
AA,676,DFW,CLT,3,1095,140,0
F9,815,DEN,MCI,2,420,93,0
XE,5941,LNK,ORD,2,627,96,0
AA,333,LGA,ORD,6,840,165,1
AA,1412,MIA,JFK,5,1260,175,0
